"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"Invoice",1,"PMB001","00002734","14.3","14KG LPG REFILL","14K","LPG","","","05/03/2018",1.00,194.1600,183.4900,"","001","TANAKA","01","",0.0000,0.0000,1,27.19,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"BU0002","00002748","14.3","14KG LPG REFILL","14K","LPG","","","07/03/2018",4.00,214.9100,183.4900,"","002","PASSME","01","",0.0000,0.0000,1,120.35,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
"Invoice",1,"TOP000","00002749","14.3","14KG LPG REFILL","14K","LPG","","","07/03/2018",3.00,215.5100,183.4900,"","002","PASSME","01","",0.0000,0.0000,1,90.51,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","TOPS SUPERMARKET","","","",""
"GRV",1,"002EAS","00000545","14.3","14KG LPG REFILL","14K","LPG","","00000090","08/03/2018",-10.00,0.0000,183.4900,"266779","","PASSME","01","",0.0000,0.0000,1,256.89,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS - 2018","","","",""
"Invoice",1,"WO0001","00002754","14.3","14KG LPG REFILL","14K","LPG","","","08/03/2018",5.00,215.5900,183.4900,"","002","PASSME","01","",0.0000,0.0000,1,150.92,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"Invoice",1,"NT0001","00002765","14.3","14KG LPG REFILL","14K","LPG","","","09/03/2018",2.00,195.2100,183.4900,"","002","PASSME","01","",0.0000,0.0000,1,54.66,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","NTOZONKE NEW","","","",""
"Invoice",1,"PMB001","00002766","14.3","14KG LPG REFILL","14K","LPG","","","09/03/2018",1.00,187.1600,183.4900,"","001","PASSME","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"PMB001","00002776","14.3","14KG LPG REFILL","14K","LPG","","","10/03/2018",1.00,187.1600,183.4900,"","001","TANAKA","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"GRV",1,"002EAS","00000548","14.3","14KG LPG REFILL","14K","LPG","","00000092","12/03/2018",-5.00,0.0000,176.1100,"266799","","PASSME","01","",0.0000,0.0000,1,123.28,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS - 2018","","","",""
"GRV",1,"002EAS","00000550","14.3","14KG LPG REFILL","14K","LPG","","00000094","14/03/2018",-5.00,0.0000,176.1080,"266816","","PASSME","01","",0.0000,0.0000,1,123.28,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS - 2018","","","",""
"Invoice",1,"WO0001","00002792","14.3","14KG LPG REFILL","14K","LPG","","","14/03/2018",6.00,209.3817,178.5693,"","002","PASSME","01","",0.0000,0.0000,1,175.89,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"Invoice",1,"NT0001","00002796","14.3","14KG LPG REFILL","14K","LPG","","","14/03/2018",1.00,195.2100,178.5693,"","001","PASSME","01","",0.0000,0.0000,1,27.33,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","NTOZONKE NEW","","","",""
"Invoice",1,"PMB001","00002810","14.3","14KG LPG REFILL","14K","LPG","","","15/03/2018",1.00,187.1600,178.5693,"","001","TANAKA","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"GRV",1,"001WOS","00000551","14.3","14KG LPG REFILL","14K","LPG","","00000095","15/03/2018",-10.00,0.0000,176.1100,"141161","","PASSME","01","",0.0000,0.0000,1,246.55,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"WORKS ON SITE","","","",""
"Deb Note",1,"001WOS","00000456","14.3","14KG LPG REFILL","14K","LPG","","00000551","01/03/2018",10.00,0.0000,176.1100,"141161 REVERSED","","PASSME","01","",0.0000,0.0000,1,246.55,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"WORKS ON SITE","","","",""
"Invoice",1,"PMB001","00002833","14.3","14KG LPG REFILL","14K","LPG","","","19/03/2018",1.00,187.1600,178.5694,"","001","TANAKA","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"PMB001","00002838","14.3","14KG LPG REFILL","14K","LPG","","","19/03/2018",2.00,187.1600,178.5694,"","001","PASSME","01","",0.0000,0.0000,1,52.40,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"BU0002","00002856","14.3","14KG LPG REFILL","14K","LPG","","","22/03/2018",3.00,216.9400,178.5694,"","002","PASSME","01","",0.0000,0.0000,1,91.11,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
"GRV",1,"001WOS","00000562","14.3","14KG LPG REFILL","14K","LPG","","00000103","22/03/2018",-6.00,0.0000,176.1100,"141179","","PASSME","01","",0.0000,0.0000,1,147.93,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"WORKS ON SITE","","","",""
"Invoice",1,"NT0001","00002860","14.3","14KG LPG REFILL","14K","LPG","","","22/03/2018",2.00,195.2100,176.4613,"","001","PASSME","01","",0.0000,0.0000,1,54.66,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","NTOZONKE NEW","","","",""
"Invoice",1,"PMB001","00002866","14.3","14KG LPG REFILL","14K","LPG","","","23/03/2018",1.00,187.1600,176.4613,"","001","TANAKA","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"WO0001","00002871","14.3","14KG LPG REFILL","14K","LPG","","","24/03/2018",4.00,209.3825,176.4613,"","002","PASSME","01","",0.0000,0.0000,1,117.26,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"GRV",1,"001WOS","00000568","14.3","14KG LPG REFILL","14K","LPG","","00000109","26/03/2018",-5.00,0.0000,176.1100,"17168","","PASSME","01","",0.0000,0.0000,1,123.28,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"WORKS ON SITE","","","",""
"Invoice",1,"PMB001","00002887","14.3","14KG LPG REFILL","14K","LPG","","","27/03/2018",2.00,187.1600,176.1100,"","001","PASSME","01","",0.0000,0.0000,1,52.40,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"PMB001","00002890","14.3","14KG LPG REFILL","14K","LPG","","","28/03/2018",1.00,187.1600,176.1100,"","001","PASSME","01","",0.0000,0.0000,1,26.20,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","AM GAS AND GENERAL SUPPLIERS (PTY)LTD","","","",""
"Invoice",1,"NT0001","00002901","14.3","14KG LPG REFILL","14K","LPG","","","29/03/2018",2.00,195.1850,176.1100,"","001","PASSME","01","",0.0000,0.0000,1,54.65,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","NTOZONKE NEW","","","",""
"Invoice",1,"BU0002","00002905","14.3","14KG LPG REFILL","14K","LPG","","","29/03/2018",6.00,216.9450,176.1100,"","002","PASSME","01","",0.0000,0.0000,1,182.23,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
