"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"Invoice",1,"CS0035","00000508","14.3","14KG LPG REFILL","14K","LPG","","","03/03/2017",2.00,245.6100,175.6327,"082 4939899","001","TANAKA","01","",0.0000,0.0000,1,68.77,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"Invoice",1,"CS0035","00000513","14.3","14KG LPG REFILL","14K","LPG","","","04/03/2017",1.00,245.6100,175.6327,"","001","TANAKA","01","",0.0000,0.0000,1,34.39,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"Invoice",1,"WO0001","00000516","14.3","14KG LPG REFILL","14K","LPG","","","06/03/2017",2.00,218.3300,175.6327,"","002","PASSME","01","",0.0000,0.0000,1,61.13,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"Invoice",1,"BU0003","00000517","14.3","14KG LPG REFILL","14K","LPG","","","06/03/2017",2.00,218.3300,175.6327,"","002","PASSME","01","",0.0000,0.0000,1,61.13,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","IMPENDLE WHOLESALE","","","",""
"Deb Note",1,"001CBO","00000073","14.3","14KG LPG REFILL","14K","LPG","","00000097","07/03/2017",1.00,0.0000,131.0400,"OPEND","","PASSME","01","",0.0000,0.0000,1,18.35,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"CASH BUY OUT","","","",""
"Invoice",1,"NT0001","00000524","14.3","14KG LPG REFILL","14K","LPG","","","08/03/2017",2.00,212.2200,190.4969,"","001","PASSME","01","",0.0000,0.0000,1,59.43,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","NTOZONKE NEW","","","",""
"GRV",1,"001EAS","00000099","14.3","14KG LPG REFILL","14K","LPG","","00000000","08/03/2017",-5.00,0.0000,190.5000,"250961","","PASSME","01","",0.0000,0.0000,1,133.35,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Invoice",1,"BU0002","00000530","14.3","14KG LPG REFILL","14K","LPG","","","09/03/2017",5.00,206.1400,190.4995,"","002","PASSME","01","",0.0000,0.0000,1,144.30,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
"Invoice",1,"TH0001","00000548","14.3","14KG LPG REFILL","14K","LPG","","","13/03/2017",6.00,218.5800,190.4995,"","002","PASSME","01","",0.0000,0.0000,1,183.61,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"GRV",1,"001EAS","00000108","14.3","14KG LPG REFILL","14K","LPG","","00000000","13/03/2017",-10.00,0.0000,173.1820,"250975","","PASSME","01","",0.0000,0.0000,1,242.46,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Invoice",1,"GL0001","00000559","14.3","14KG LPG REFILL","14K","LPG","","","14/03/2017",4.00,218.3300,173.1820,"","002","PASSME","01","",0.0000,0.0000,1,122.26,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","GLORIA BULWER","","","",""
"Invoice",1,"NT0001","00000574","14.3","14KG LPG REFILL","14K","LPG","","","16/03/2017",1.00,197.8500,173.1820,"","002","PASSME","01","",0.0000,0.0000,1,27.70,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","NTOZONKE NEW","","","",""
"GRV",1,"001EAS","00000119","14.3","14KG LPG REFILL","14K","LPG","","00000000","23/03/2017",-10.00,0.0000,173.1800,"45065","","PASSME","01","",0.0000,0.0000,1,242.45,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Invoice",1,"WO0001","00000587","14.3","14KG LPG REFILL","14K","LPG","","","23/03/2017",3.00,218.3300,173.1800,"0","002","PASSME","01","",0.0000,0.0000,1,91.70,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"Deb Note",1,"001CBO","00000093","14.3","14KG LPG REFILL","14K","LPG","","00000122","24/03/2017",5.00,0.0000,173.1800,"OPENED","","PASSME","01","",0.0000,0.0000,1,121.23,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"CASH BUY OUT","","","",""
"Invoice",1,"SM0001","00000601","14.3","14KG LPG REFILL","14K","LPG","","","27/03/2017",2.00,245.6100,173.1800,"","001","PASSME","01","",0.0000,0.0000,1,68.77,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","SMMS CHURCH","","","",""
