"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"Stock Adj",1,"","Adjust","14.1","14KG CYLINDER DEPOSIT","CYL","CYL","","TAKE-N","01/04/2021",-6.00,0.0000,300.0000,"TN01_310321C.TKE.01","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"GRV",1,"003ORY","00001390","14.4","14KG LPG - PACKED","14K","LPG","","00000000","01/03/2021",-8.00,0.0000,235.2300,"21001433","","LOUIS","04","",0.0000,0.0000,1,282.28,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"ORYX 2020","","","",""
"Invoice",1,"TH0001","00007855","14.4","14KG LPG - PACKED","14K","LPG","","","01/03/2021",8.00,221.0300,210.9448,"","002","LOUIS","01","",0.0000,0.0000,1,265.24,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"Invoice",1,"TH0001","00007856","14.4","14KG LPG - PACKED","14K","LPG","","","01/03/2021",8.00,254.1900,210.9448,"","002","LOUIS","01","",0.0000,0.0000,1,305.03,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"Crd Note",1,"TH0001","00000955","14.4","14KG LPG - PACKED","14K","LPG","","00007855","01/03/2021",-8.00,221.0300,196.0000,"","002","LOUIS","01","",0.0000,0.0000,1,265.24,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"Invoice",1,"CS0035","00007859","14.4","14KG LPG - PACKED","14K","LPG","","","01/03/2021",1.00,236.5200,196.0000,"","001","LOUIS","01","",0.0000,0.0000,1,35.48,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"COUNTER SALES","CASH SALES","","","",""
"Invoice",1,"BU0002","00007868","14.4","14KG LPG - PACKED","14K","LPG","","00000070","02/03/2021",5.00,240.9400,196.0000,"","002","LOUIS","01","",0.0000,0.0000,1,180.71,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"DELIVERY","BULWER CASH STORE","","","",""
"Stk XFer",1,"","00000401","14.4","14KG LPG - PACKED","14K","LPG","","","02/03/2021",8.00,0.0000,196.0000,"LOCATION 01","","LOUIS","04","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",1,"","00000401","14.4","14KG LPG - PACKED","14K","LPG","","","02/03/2021",-8.00,0.0000,196.0000,"LOCATION 04","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Crd Note",1,"BU0002","00000958","14.4","14KG LPG - PACKED","14K","LPG","","00007868","02/03/2021",-5.00,240.9400,196.0000,"","002","LOUIS","01","",0.0000,0.0000,1,180.71,"","",240.9420,233.3324,229.5286,220.6512,216.8474,213.0422,"DELIVERY","BULWER CASH STORE","","","",""
