"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"Invoice",1,"CS0050","00018268","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","00004169","07/03/2023",5.00,326.0900,302.7700,"MAN89BYARD","001","DONNE","01","",0.0000,0.0000,1,244.57,"","",370.0000,361.0000,348.0000,336.0000,329.0000,322.0000,"COUNTER SALES","COUNTER SALE - CASH","","","",""
"Invoice",1,"CS0050","00018269","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","00004157","07/03/2023",1.00,326.0900,302.7700,"MAN76BYARD","001","DONNE","01","",0.0000,0.0000,1,48.91,"","",370.0000,361.0000,348.0000,336.0000,329.0000,322.0000,"COUNTER SALES","COUNTER SALE - CASH","","","",""
"Stk XFer",1,"","00000418","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","","08/03/2023",6.00,0.0000,302.7700,"LOCATION 01","","LOUIS","00","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",1,"","00000418","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","","08/03/2023",-6.00,0.0000,302.7700,"LOCATION 00","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",1,"CS0050","00018367","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","00004268","10/03/2023",3.00,326.0900,302.7700,"MANUAL 33","001","SHIREL","01","",0.0000,0.0000,1,146.74,"","",370.0000,361.0000,348.0000,336.0000,329.0000,322.0000,"COUNTER SALES","COUNTER SALE - CASH","","","",""
"Stock Adj",1,"","Adjust","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","TAKE-N","16/03/2023",-3.00,0.0000,302.7700,"TN01_LOUIS101.TKE.01","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stock Adj",1,"","00000571","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","QTY","20/03/2023",-3.00,0.0000,302.7700,"","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",1,"CS0051","00018667","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","","22/03/2023",3.00,326.0900,302.7700,"","003","SHIREL","01","",0.0000,0.0000,1,146.74,"","",370.0000,361.0000,348.0000,336.0000,329.0000,322.0000,"COLLECTION","BARNYARD COUNTER SALES","","","",""
"GRV",1,"001JAA","00002555","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","00000327","25/03/2023",-10.00,0.0000,286.9570,"650","","SHARMIN","01","",0.0000,0.0000,1,430.43,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"JAAGBAAN AGRI","","","",""
"Invoice",1,"CS0051","00018827","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","","28/03/2023",2.00,321.7400,286.9570,"","003","SHIREL","01","",0.0000,0.0000,1,96.52,"","",359.0000,350.0000,338.0000,327.0000,319.0000,312.0000,"COLLECTION","BARNYARD COUNTER SALES","","","",""
"Invoice",1,"CS0051","00019133","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","","06/04/2023",3.00,321.7400,286.9570,"","003","SHIREL","01","",0.0000,0.0000,1,144.79,"","",359.0000,350.0000,338.0000,327.0000,319.0000,312.0000,"COLLECTION","BARNYARD COUNTER SALES","","","",""
"Stock Adj",1,"","00000711","00000001","MULTI-BRAND COARSE CRUSH 50KG","AGR","FEED","","QTY","09/04/2023",2.00,0.0000,286.9550,"","","SHARMIN","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",1,"","00000418","00000002","MULTI-BRAND COARSE CRUSH 25KG","AGR","FEED","","","08/03/2023",1.00,0.0000,154.9500,"LOCATION 01","","LOUIS","00","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",1,"","00000418","00000002","MULTI-BRAND COARSE CRUSH 25KG","AGR","FEED","","","08/03/2023",-1.00,0.0000,154.9500,"LOCATION 00","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stock Adj",1,"","Adjust","00000002","MULTI-BRAND COARSE CRUSH 25KG","AGR","FEED","","TAKE-N","16/03/2023",1.00,0.0000,154.9500,"TN01_LOUIS101.TKE.01","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stock Adj",1,"","00000677","00000002","MULTI-BRAND COARSE CRUSH 25KG","AGR","FEED","","QTY","22/03/2023",-1.00,0.0000,154.9500,"","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",1,"CS0051","00018670","00000002","MULTI-BRAND COARSE CRUSH 25KG","AGR","FEED","","","23/03/2023",1.00,194.0000,154.9500,"","003","SHIREL","01","",0.0000,0.0000,1,29.10,"","",194.0000,189.0000,183.0000,177.0000,173.0000,169.0000,"COLLECTION","BARNYARD COUNTER SALES","","","",""
"Stk XFer",1,"","00000418","00000003","MULTI-BRAND MIXED FOWL FEED 50KG","AGR","FEED","","","08/03/2023",7.00,0.0000,379.0571,"LOCATION 01","","LOUIS","00","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",1,"","00000418","00000003","MULTI-BRAND MIXED FOWL FEED 50KG","AGR","FEED","","","08/03/2023",-7.00,0.0000,379.0571,"LOCATION 00","","LOUIS","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
