"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"Invoice",1,"TH0001","00004870","14.3","14KG LPG REFILL","14K","LPG","","","05/03/2019",6.00,219.1300,162.1600,"","002","DARREN","01","",0.0000,0.0000,1,197.22,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"GRV",1,"001ORY","00000977","14.3","14KG LPG REFILL","14K","LPG","","00000000","05/03/2019",-6.00,0.0000,162.1567,"THUTHUKA","","DARREN","01","",0.0000,0.0000,1,145.94,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"ORYX","","","",""
"Invoice",1,"NT0001","00004871","14.3","14KG LPG REFILL","14K","LPG","","","05/03/2019",2.00,216.4200,162.1567,"","001","DARREN","01","",0.0000,0.0000,1,64.92,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","NTOZONKE NEW","","","",""
"GRV",1,"001ORY","00000978","14.3","14KG LPG REFILL","14K","LPG","","00000000","05/03/2019",-5.00,0.0000,162.1600,"OFFICE","","DARREN","01","",0.0000,0.0000,1,121.62,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"ORYX","","","",""
"Invoice",1,"BU0002","00004881","14.3","14KG LPG REFILL","14K","LPG","","","07/03/2019",3.00,223.1900,162.1600,"","002","TANAKA","01","",0.0000,0.0000,1,100.44,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
"GRV",1,"001ORY","00000980","14.3","14KG LPG REFILL","14K","LPG","","00000000","11/03/2019",-6.00,0.0000,172.7467,"OFFICE STOCK","","DARREN","01","",0.0000,0.0000,1,155.47,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"ORYX","","","",""
"GRV",1,"001ORY","00000983","14.3","14KG LPG REFILL","14K","LPG","","00000000","13/03/2019",-2.00,0.0000,172.7500,"IMPENDLE","","DARREN","01","",0.0000,0.0000,1,51.83,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"ORYX","","","",""
"Invoice",1,"BU0003","00004905","14.3","14KG LPG REFILL","14K","LPG","","","13/03/2019",6.00,215.6500,172.7475,"","001","DARREN","01","",0.0000,0.0000,1,194.09,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","IMPENDLE WHOLESALE","","","",""
"Invoice",1,"CS0035","00004915","14.3","14KG LPG REFILL","14K","LPG","","","15/03/2019",1.00,243.4800,172.7475,"","001","TANAKA","01","",0.0000,0.0000,1,36.52,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"Invoice",1,"CS0035","00004931","14.3","14KG LPG REFILL","14K","LPG","","","18/03/2019",1.00,243.4800,172.7475,"","001","TANAKA","01","",0.0000,0.0000,1,36.52,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
