"ENTRY","PERIOD","ACCNO","DOCNO","STOCKNO","DESCRIPTION","CATEGORY","GROUP","BRAND","ORDERNO","DATE","QTY","RETAIL","COST","REF","REP","USER","LOCATION","CONTRACT","COMMS","LINECOMMS","TAXCODE","LINETAX","PROJNO","DEPARTMENT","SRETAIL1","SRETAIL2","SRETAIL3","SRETAIL4","SRETAIL5","SRETAIL6","REP","NAME","STOCKNOENT","STOCKBAR","SUPSTOCKNO","SUPREF"
"GRV",9,"001MID","00000001","14.3","14KG LPG REFILL","14K","LPG","","00000000","01/11/2016",-1.00,0.0000,154.9900,"TWK-INVOICE #1393","","PASSME","01","",0.0000,0.0000,1,21.70,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"MIDLANDS VET","","","",""
"Invoice",9,"WO0001","00000006","14.3","14KG LPG REFILL","14K","LPG","","","02/11/2016",5.00,215.5900,154.9900,"","002","PASSME","02","",0.0000,0.0000,1,150.91,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","L3 CASH AND CARRY","","","",""
"Invoice",9,"BU0003","00000007","14.3","14KG LPG REFILL","14K","LPG","","","02/11/2016",5.00,215.5900,154.9900,"","002","PASSME","02","",0.0000,0.0000,1,150.91,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","IMPENDLE WHOLESALE","","","",""
"GRV",9,"001EAS","00000004","14.3","14KG LPG REFILL","14K","LPG","","00000000","02/11/2016",-10.00,0.0000,161.2500,"249352-P.SO-00037167","","PASSME","02","",0.0000,0.0000,1,225.75,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Stk XFer",9,"","00000006","14.3","14KG LPG REFILL","14K","LPG","","","03/11/2016",10.00,0.0000,161.2500,"LOCATION 01","","TANAKA","02","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",9,"","00000006","14.3","14KG LPG REFILL","14K","LPG","","","03/11/2016",-10.00,0.0000,161.2500,"LOCATION 02","","TANAKA","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",9,"","00000007","14.3","14KG LPG REFILL","14K","LPG","","","03/11/2016",10.00,0.0000,161.2500,"LOCATION 02","","TANAKA","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",9,"","00000007","14.3","14KG LPG REFILL","14K","LPG","","","03/11/2016",-10.00,0.0000,161.2500,"LOCATION 01","","TANAKA","02","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",9,"TH0001","00000034","14.3","14KG LPG REFILL","14K","LPG","","","09/11/2016",10.00,218.5820,161.2500,"","002","PASSME","02","",0.0000,0.0000,1,306.01,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"Crd Note",9,"TH0001","00000004","14.3","14KG LPG REFILL","14K","LPG","","00000034","09/11/2016",-10.00,218.5800,161.2500,"ERROR","002","PASSME","02","",0.0000,0.0000,1,306.02,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"GRV",9,"001EAS","00000007","14.3","14KG LPG REFILL","14K","LPG","","00000000","09/11/2016",-10.00,0.0000,161.2500,"249385-P.SO-00037551","","PASSME","02","",0.0000,0.0000,1,225.75,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Invoice",9,"TH0001","00000037","14.3","14KG LPG REFILL","14K","LPG","","","10/11/2016",10.00,220.6890,161.2500,"","002","PASSME","02","",0.0000,0.0000,1,308.97,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","THUTHUKA GENERAL DEALER","","","",""
"Invoice",9,"CS0035","00000052","14.3","14KG LPG REFILL","14K","LPG","","","14/11/2016",1.00,245.6100,161.2500,"","001","TANAKA","01","",0.0000,0.0000,1,34.39,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"GRV",9,"001EAS","00000012","14.3","14KG LPG REFILL","14K","LPG","","00000000","17/11/2016",-10.00,0.0000,161.7200,"249436-P.SO-00038295","","PASSME","02","",0.0000,0.0000,1,226.41,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,"EASIGAS (PTY) LTD","","","",""
"Stk XFer",9,"","00000042","14.3","14KG LPG REFILL","14K","LPG","","","17/11/2016",5.00,0.0000,161.7200,"LOCATION 01","","PASSME","02","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",9,"","00000042","14.3","14KG LPG REFILL","14K","LPG","","","17/11/2016",-5.00,0.0000,161.7200,"LOCATION 02","","PASSME","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",9,"BU0002","00000066","14.3","14KG LPG REFILL","14K","LPG","","","17/11/2016",3.00,218.2300,161.7200,"CASH","002","PASSME","02","",0.0000,0.0000,1,91.66,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
"Stk XFer",9,"","00000045","14.3","14KG LPG REFILL","14K","LPG","","XFER","18/11/2016",2.00,0.0000,161.7200,"LOCATION 01","","TANAKA","02","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Stk XFer",9,"","00000045","14.3","14KG LPG REFILL","14K","LPG","","XFER","18/11/2016",-2.00,0.0000,161.7200,"LOCATION 02","","TANAKA","01","",0.0000,0.0000,0,0.00,"","",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,"","","",""
"Invoice",9,"CS0035","00000083","14.3","14KG LPG REFILL","14K","LPG","","","21/11/2016",4.00,245.6150,161.7200,"","001","TANAKA","01","",0.0000,0.0000,1,137.54,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"Invoice",9,"CS0035","00000086","14.3","14KG LPG REFILL","14K","LPG","","","21/11/2016",1.00,245.6100,161.7200,"","001","TANAKA","01","",0.0000,0.0000,1,34.39,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"COUNTER SALES","CASH SALES","","","",""
"Invoice",9,"BU0002","00000101","14.3","14KG LPG REFILL","14K","LPG","","","25/11/2016",2.00,209.6000,161.7200,"","002","PASSME","01","",0.0000,0.0000,1,58.69,"","",251.2385,156.5600,156.5600,156.5600,156.5600,156.5600,"DELIVERY","BULWER CASH STORE","","","",""
